水	uv	{水}	1817943
名	xk	夕口	1804559
呢	kn	口尼	1793494
叫	kj	口丩	1780163
西	aa	一一	1778761
便	rg	亻更	1735257
放	fw	方攵	1730745
放	wf	攵方	1730745
更	ad	一丶	1703552
更	ag	一{更下}	1703552
美	dy	大羊	1692264
美	yd	羊大	1692264
位	rl	亻立	1682896
接	fq	扌妾	1671342
先	en	儿	1662684
先	ne	儿	1662684
文	dd	丶丶	1637873
文	wi	亠乂	1637873
望	wo	王月	1623939
常	dd	丶吊	1623697
常	jk	巾口	1623697
常	xd	吊	1623697
完	by	宀元	1623350
四	aa	丨一	1598102
四	ke	囗儿	1598102
者	lo	日耂	1581047
者	ol	日耂	1581047
安	bn	宀女	1580103
清	dq	氵青	1568814
跟	zg	足艮	1547565
月	oy	{月}	1546594
月	pa	丿丨	1546594
月	yt	{月}	1546594
信	ry	亻言	1529741
山	aa	丨丨	1526952
空	bg	宀工	1496062
空	xg	穴工	1496062
找	fg	扌戈	1476145
原	ix	厂小	1473346
入	pd	丿丶	1472056
李	mz	木子	1462547
平	aa	一丨	1439957
平	gb	干八	1439957
思	tx	田心	1438567
思	xt	心田	1438567
林	mm	木木	1435296
使	rl	亻吏	1415240
由	aa	丨一	1400586
由	ao	丨日	1400586
受	vy	爫又	1388441
受	yb	又冖	1388441
命	re	人卩	1368062
目	aa	一一	1365310
目	mu	{目}	1365310
目	om	{目}	1365310
男	tl	田力	1354324
任	rr	亻壬	1353727
路	zg	足各	1338441
今	ra	人乛	1337566
今	rv	人乛	1337566
海	dm	氵每	1335124
加	kl	口力	1329722
加	lk	力口	1329722
活	du	氵舌	1317244
特	ns	牛寺	1314148
解	jn	角牛	1312068
世	aa	一乛	1305454
世	ca	廿乛	1305454
世	cv	廿乛	1305454
性	xu	忄生	1304637
表	fy	丰𧘇	1303318
它	bb	宀匕	1298568
立	da	丶一	1293824
黑	ad	丨丶	1292192
黑	ha	灬一	1292192
金	pa	丿一	1291889
金	ra	人一	1291889
花	ch	艹化	1277183
算	vc	竹廾	1263186
城	ti	土成	1258895
孩	zh	子亥	1251885
反	py	丿又	1250683
工	aa	一一	1242237
始	nt	女台	1239671
新	jq	斤亲	1232035
兵	qb	丘八	1226804
物	nw	牛勿	1225245
非	aa	丨一	1219442
似	ry	亻以	1203009
至	tv	土𠫔	1199059
至	vt	𠫔土	1199059
通	zy	辶甬	1186869
失	pf	丿夫	1182384
火	dd	丶丶	1180390
哥	dk	丁口	1176477
哥	kd	口丁	1176477
哥	kk	可可	1176477
士	aa	一一	1175727
五	aa	一一	1170398
魔	gm	鬼麻	1160330
魔	mg	麻鬼	1160330
竟	le	立儿	1160070
姐	nq	女且	1158924
乎	pa	丿丨	1157322
往	xv	彳主	1143435
量	ol	日里	1142437
早	ou	日十	1138903
怕	xb	心白	1114820
流	di	氵川	1114438
突	bq	宀犬	1106693
突	xq	穴犬	1106693
坐	rt	人土	1106273
坐	tc	土从	1106273
坐	tr	土人	1106273
斯	jq	斤其	1105720
斯	qj	其斤	1105720
音	lo	立日	1100301
指	fv	扌旨	1099010
拉	fl	扌立	1096796
半	bf	八𰀁	1095098
且	aa	丨一	1092816
利	dh	刂禾	1091519
利	hd	禾刂	1091519
合	rk	人口	1085786
倒	rd	亻到	1085421
度	gy	广又	1082785
微	xw	彳攵	1082510
步	vx	止小	1077549
教	wx	攵孝	1071585
喜	uk	士口	1069981
越	zy	走戉	1069176
影	pj	彡景	1067165
冷	dl	冫令	1063226
深	dm	氵木	1060800
告	kn	口	1054831
告	nk	口	1054831
落	cl	艹洛	1054311
象	du	刀𧰨	1041105
象	pd	丿丶	1041105
象	ua	𧰨一	1041105
容	bg	宀谷	1038318
怪	xu	心圣	1036985
提	fu	扌是	1026285
言	da	丶一	1026005
言	dk	丶口	1026005
言	wk	亠口	1026005
每	pm	丿母	1015025
每	rm	𠂉母	1015025
服	oy	月又	1011511
武	vy	止弋	1003136
武	yv	弋止	1003136
哪	kn	口那	998544
站	lv	立占	994038
奇	dk	大可	982596
房	hf	户方	980289
管	vg	𥫗官	979206
刻	dh	刂亥	977816
衣	dd	丶丶	974727
周	kj	口几	972776
周	kk	冂口	972776
百	ab	一白	962451
拿	uh	手合	958908
星	ou	日生	955656
化	rb	人匕	951401
功	gl	工力	945623
功	lg	力工	945623
系	ps	丿糸	942245
般	vu	舟殳	940949
必	dd	丶丶	940785
必	xp	心丿	940785
件	rn	亻牛	935235
血	pa	丿一	933230
血	pm	丿皿	933230
代	ry	亻弋	932729
精	mq	米青	932565
弟	bp	八丿	931804
近	zj	辶斤	925463
青	fo	月	914968
青	of	月	914968
界	tj	田介	913395
司	gk	𠃌口	911784
司	ka	口一	911784
整	vi	正敕	911668
整	vw	正攵	911668
字	bz	宀子	906615
晚	om	日免	904532
民	ag	乛乚	902697
民	kq	コ七	902697
民	vg	乛乚	902697
切	dq	刀七	900592
切	qd	七刀	900592
即	eg	卩艮	900101
即	ge	艮卩	900101
忙	xw	心亡	899024
交	df	丶父	898418
交	li	六ㄨ	898418
交	lw	六ㄨ	898418
交	wf	亠父	898418
或	gk	戈口	896787
暗	oy	日音	891081
夫	ad	一大	890506
夫	er	二人	890506
根	mg	木艮	886057
石	aa	丆一	885579
石	ak	丆口	885579
石	kp	口丿	885579
石	pk	丿口	885579
哈	kh	口合	879528
夜	dd	丶夂	877661
夜	dw	丶夂	877661
夜	wd	亠丶	877661
夜	ww	亠夂	877661
父	bi	八乂	875667
父	bw	八乂	875667
父	pd	丿丶	875667
制	dg	刂𠃌	870792
制	dv	刂{制左}	870792
友	uy	ナ又	869919
友	yu	又ナ	869919
阿	ek	耳可	867275
息	xz	心自	864425
息	zx	自心	864425
酒	dy	氵酉	862253
保	rd	亻呆	859752
片	pa	丿乛	859001
片	pv	丿乛	859001
形	pk	彡开	858843
南	ua	十丨	856521
南	uy	十{羊}	856521
各	wk	夂口	856128
急	xi	心刍	849907
急	xx	心彐	849907
令	rs	人厶	842791
及	nd	乃丶	839825
及	pd	丿丶	839825
慢	xm	忄曼	820995
雪	yx	雨𫜹	820388
苦	cg	艹古	810172
若	cy	艹右	809209
收	jw	丩攵	807363
收	wj	攵丩	807363
底	gd	广氐	806359
答	vh	竹合	796906
千	pa	丿丨	794964
消	dx	氵肖	792838
敢	aw	乛攵	782369
敢	vw	乛攵	782369
敢	we	攵耳	782369
留	lt	{留上}田	778671
留	td	田刀	778671
留	tl	田{留上}	778671
克	eg	儿古	777926
克	ux	十兄	777926
跑	zb	足包	767297
嘴	kj	口角	762052
嘴	kz	口觜	762052
官	bg	宀㠯	760400
官	bk	宀コ	760400
未	ad	一丶	758953
未	ex	二小	758953
句	gk	勹口	754300
句	kb	口勹	754300
句	kg	口勹	754300
句	pk	丿口	754300
求	ad	亅丶	749849
害	bk	宀口	740250
八	pd	丿丶	740031
久	dd	刀丶	737479
久	pd	丿丶	737479
德	xx	彳心	733775
元	aw	一兀	732265
元	ee	二儿	732265
楚	mp	木疋	728204
楚	pl	疋林	728204
雨	ad	一丶	725801
睛	oq	目青	724850
刀	gp	𠃌丿	723425
刀	pg	丿𠃌	723425
玉	ad	一丶	721753
玉	wd	王丶	721753
沉	dj	氵几	718489
沉	dr	氵冗	718489
北	ap	一丿	718033
北	bj	匕丬	718033
格	mg	木各	715810
停	rt	亻亭	715545
市	dj	丶巾	712352
市	wj	亠巾	712352
朝	ou	月十	709793
朝	uo	十月	709793
喝	kh	口曷	707608
族	fu	方矢	707445
江	dg	氵工	705253
母	ad	𠃊丶	701521
母	vd	𠃊丶	701521
章	lz	立早	697369
亮	dj	丶几	693524
亮	jb	几冖	693524
亮	wj	亠几	693524
客	bg	宀各	692916
照	dv	灬昭	692673
照	hv	灬昭	692673
易	ow	日勿	690500
足	kv	口龰	680607
依	ry	亻衣	679811
修	rp	亻彡	678749
破	up	石皮	677496
球	wq	王求	673782
呀	ky	口牙	673765
院	ew	阝完	672894
送	zg	辶关	668592
包	gs	勹巳	667583
攻	gw	工攵	665395
攻	wg	攵工	665395
玩	wy	王元	658958
待	xs	彳寺	658854
痛	by	疒甬	653298
呼	kh	口乎	649070
期	oq	月其	647443
期	qo	其月	647443
英	cy	艹央	646331
低	rd	亻氐	646263
帝	dj	丶巾	643284
帝	jb	巾冖	643284
帝	lj	{立}巾	643284
帝	wj	亠巾	643284
兄	ke	口儿	642800
背	ob	月北	642470
持	fs	扌寺	641315
皇	bw	白王	640305
七	ag	一乚	638221
六	db	丶八	635084
六	dd	丶丶	635084
六	wb	亠八	635084
穿	by	宀牙	634742
穿	xy	穴牙	634742
政	wv	攵正	633183
居	ug	尸古	627014
校	mj	木交	623489
曾	bo	丷日	621971
曾	ob	日八	621971
古	uk	十口	621960
睡	oi	目垂	616243
希	ib	乂布	614576
希	ij	乂巾	614576
希	ju	巾ナ	614576
速	zu	辶束	614540
室	bv	宀至	614287
旁	df	丶方	610425
旁	lf	立方	610425
旁	wf	亠方	610425
另	kl	口力	608814
露	yl	雨路	606979
鬼	pd	丿丶	604413
鬼	ps	丿厶	604413
娘	nl	女良	603856
取	ey	耳又	602170
取	ye	又耳	602170
式	gy	工弋	600521
式	yg	弋工	600521
除	ey	阝余	599918
考	lk	耂丂	599063
建	zy	廴聿	598616
招	fv	扌召	593719
布	ju	巾ナ	591571
布	uj	ナ巾	591571
程	hi	禾呈	590619
首	qz	䒑自	588887
朋	oo	月月	588716
掉	fv	扌卓	586059
忽	xw	心勿	585369
注	dv	氵主	583182
甚	qa	其乛	576087
甚	qv	其乛	576087
差	yg	羊工	573616
呵	kk	口可	570893
展	uy	尸𧘇	570379
品	kk	口口	566800
香	ho	禾日	563262
故	wg	攵古	560446
雷	yt	雨田	560379
念	xj	心今	559620
段	du	{段左}殳	559051
段	pu	丿殳	559051
段	ud	殳{段左}	559051
角	dy	刀用	557634
疑	bp	匕疋	556639
木	ad	一丶	547209
需	ye	雨而	543409
妹	nw	女未	542424
爸	fb	父巴	541485
左	gu	工ナ	538289
左	ug	ナ工	538289
派	dp	氵𠂢	537090
激	dj	氵敫	535171
激	dw	氵攵	535171
冰	du	冫水	534562
跳	zv	足兆	532527
支	uy	十又	532396
巴	ag	乛乚	523594
巴	kg	コ乚	523594
巴	vg	乛乚	523594
您	xn	心你	523541
肯	ov	月止	522835
肯	vo	止月	522835
醒	yx	酉星	522582
抱	fb	扌包	519992
淡	dy	氵炎	518865
造	zg	辶告	518334
集	mv	木隹	515762
集	vm	隹木	515762
商	dk	丶口	514550
商	lk	立口	514550
商	wk	亠口	514550
掌	du	丶手	510260
掌	uk	手口	510260
掌	xu	手	510260
密	bu	宀山	506110
密	ub	山必	506110
九	py	丿乙	506014
病	bb	疒丙	505956
米	dd	丶丶	503964
威	gn	戈女	503918
威	ng	女戈	503918
威	wn	戊女	503918
追	zv	辶𠂤	502402
基	qt	其土	499224
基	tq	土其	499224
推	fv	扌隹	497295
改	jw	己攵	495567
改	wj	攵己	495567
退	zg	辶艮	494368
味	kw	口未	493741
份	rf	亻分	493685
示	ad	一丶	492951
示	ex	二小	492951
忍	xr	心刃	492901
器	kk	口口	489638
器	qk	犬口	489638
恐	xg	心巩	489578
引	ga	弓丨	489419
皮	ad	乛丶	487744
皮	ay	乛又	487744
皮	vd	乛丶	487744
皮	vy	乛又	487744
皮	ya	又乛	487744
靠	fg	非告	486494
靠	nf	非	486494
存	uz	ナ子	485467
存	za	子丨	485467
莫	cd	艹大	485268
莫	ct	艹旲	485268
志	ux	士心	485065
志	xu	心士	485065
右	ku	口ナ	483406
右	uk	ナ口	483406
幸	tu	土十	477019
幸	ty	土{羊}	477019
社	tu	土示	476704
社	ut	示土	476704
佛	rf	亻弗	475734
止	aa	丨一	472691
守	bc	宀寸	470593
毛	pg	丿乚	469562
胡	og	月古	468131
散	wo	攵月	468009
板	mf	木反	466756
怒	xn	心奴	466019
料	md	米斗	463518
股	ou	月殳	461541
局	uk	尸口	461034
班	dw	刀王	459772
班	ww	王王	459772
初	yd	衤刀	455646
福	uf	示畐	455530
福	ut	示田	455530
狂	qw	犭王	454886
默	hq	黑犬	454458
巨	aa	一一	453729
巨	kk	匚コ	453729
既	gg	艮乚	453256
既	gw	艮{无}	453256
松	mg	木公	452901
烈	dl	灬列	452123
烈	hl	灬列	452123
否	kb	口不	450892
治	dt	氵台	450800
排	ff	扌非	449584
拍	fb	扌白	449481
耳	aa	一一	448849
寒	bd	宀丶	448294
哭	kq	口犬	447753
哭	qk	犬口	447753
府	gf	广付	442709
仍	rn	亻乃	434011
具	ba	八一	433976
具	bq	八且	433976
具	qb	且八	433976
忘	xw	心亡	433906
恩	xy	心因	433653
警	yj	言敬	433397
吸	kj	口及	431549
究	bj	宀九	429844
究	xj	穴九	429844
抓	fv	扌爪	428755
沙	du	氵少	427658
救	wq	攵求	427315
呆	km	口木	427048
河	dk	氵可	425953
迷	zm	辶米	424854
卷	ef	夫	419864
卷	je		419864
查	md	木旦	417554
毫	dm	丶毛	414933
毫	mb	毛冖	414933
毫	wm	亠毛	414933
春	fo	日	414544
春	of	日	414544
察	bj	宀祭	413974
草	cz	艹早	411706
遇	zy	辶禺	409411
充	dy	丶允	409223
充	es	儿厶	409223
充	wy	亠允	409223
史	ad	丨丶	409099
史	ki	口乂	409099
史	kw	口乂	409099
堂	dt	丶土	408194
堂	tk	土口	408194
堂	xt	土	408194
防	ef	耳方	406226
猛	qm	犭孟	403183
土	aa	一一	402279
卡	bx	卜下	402256
卡	ub	上卜	402256
助	lq	力且	401900
助	ql	且力	401900
京	dx	丶小	399657
京	wx	亠小	399657
永	dd	丶丶	399313
屋	uv	尸至	398799
副	df	刂畐	396897
副	dt	刂田	396897
刺	dc	刂朿	394555
境	tj	土竟	394043
禁	ul	示林	393943
共	bc	八龷	393083
共	cb	龷八	393083
弄	cw	廾王	391479
弄	wc	王廾	391479
翻	yf	羽番	391454
虎	hj	虍几	391382
喊	kx	口咸	390618
逃	zv	辶兆	388318
座	gz	广坐	388236
雅	vy	隹牙	387226
雅	yv	牙隹	387226
射	cu	寸身	386983
射	uc	身寸	386983
婚	nh	女昏	386955
君	ky	口尹	385417
柔	mm	矛木	384782
超	zv	走召	383924
科	hd	禾斗	383049
按	fa	扌安	382695
狠	qg	犭艮	382360
野	ly	里予	381317
野	yl	予里	381317
秦	fh	禾	381190
秦	hf	禾	381190
熟	du	灬孰	379833
熟	hu	灬孰	379833
置	sv	罒直	379704
仙	ru	亻山	379429
模	mm	木莫	378985
伸	ru	亻申	378380
波	dp	氵皮	377782
肉	ad	一丶	377486
肉	kr	冂人	377486
假	rj	亻叚	377294
假	ry	亻又	377294
舞	pa	丿㐄	376446
舞	rf	人㐄	376446
舞	xf	夕㐄	376446
姑	ng	女古	374941
麻	gl	广林	374419
投	fu	扌殳	373978
致	wv	攵至	370734
景	oj	日京	369788
啦	kl	口拉	365599
秀	hn	禾乃	364108
眉	om	目{眉头}	363007
眉	um	{尸}目	363007
眉	uo	尸目	363007
州	da	丶丨	362849
州	id	川丶	362849
承	ad	乛丶	361606
承	vd	乛丶	361606
案	bm	宀木	361285
案	ma	木安	361285
狼	ql	犭良	360398
偷	ry	亻俞	359993
店	gv	广占	356601
哦	kw	口我	356333
食	pd	丿丶	353226
食	rl	人良	353226
欲	gq	谷欠	353022
欲	qg	欠谷	353022
抬	ft	扌台	352793
秋	hh	禾火	352446
良	dg	丶艮	352124
午	pu	丿十	350826
午	ru	𠂉十	350826
午	ur	十𠂉	350826
桌	bm	卜木	346095
桌	mo	木日	346095
船	vk	舟口	345686
短	ud	矢豆	345480
村	mc	木寸	343959
某	gm	甘木	342978
某	mg	木甘	342978
摸	fm	扌莫	342354
付	rc	亻寸	342108
演	dy	氵寅	341366
封	cg	寸圭	341037
握	fw	扌屋	340839
田	aa	丨一	339958
唐	gk	广口	339749
藏	cg	艹戈	339641
藏	ci	艹臣	339641
震	yi	雨辰	338757
混	dk	氵昆	338565
透	zx	辶秀	336303
凌	dl	冫夌	335556
凌	dw	冫夂	335556
休	rm	亻木	334462
嘛	km	口麻	334431
梅	mm	木每	333631
紫	sc	糸此	332619
歌	qg	欠哥	332504
毒	fm	母	331576
宗	bu	宀示	329551
著	cv	艹者	329248
索	sb	糸冖	329201
索	us	十糸	329201
印	ey	卩{印左}	328075
印	pe	丿卩	328075
湖	dh	氵胡	327739
技	fv	扌支	326479
恨	xg	忄艮	326212
婆	nb	女波	325914
羽	xx	习习	322339
咱	kz	口自	321520
素	fs	糸	320732
素	sf	糸	320732
凡	dj	丶几	320342
凡	jd	几丶	320342
值	rv	亻直	320306
嘿	kh	口黑	319099
普	bo	並日	317637
普	ob	日並	317637
夏	aw	丆夂	314864
夏	wz	夂自	314864
街	ri	彳亍	313485
街	xg	行圭	313485
街	xi	彳亍	313485
牛	pa	丿丨	313393
仿	rf	亻方	313234
胸	ox	月匈	313164
浪	dl	氵良	312811
富	bf	宀畐	312299
富	bt	宀田	312299
尚	xk	口	311735
宇	by	宀于	311167
骨	go	{骨头}月	310699
骨	ob	月冖	310699
骨	og	月{骨头}	310699
智	ov	日知	310406
升	pc	丿廾	307512
叔	yx	又小	306516
善	ka	口一	305341
善	kq	口䒑	305341
善	yk	羊口	305341
弱	gd	弓冫	305241
架	mj	木加	304618
袋	yd	衣代	303806
朱	pw	丿未	302713
雄	vh	隹厷	302005
雄	vs	隹厶	302005
略	tg	田各	301716
杯	mb	木不	301690
施	fy	方也	301591
罪	sf	罒非	300821
牙	ap	一丿	300629
窗	bx	宀夕	298137
窗	xx	穴夕	298137
柳	mm	木卯	297897
搞	fg	扌高	297225
端	le	立而	296020
洞	dt	氵同	295409
洋	dy	氵羊	293496
肩	ho	户月	292627
肩	hy	户月	292627
肩	oh	月户	292627
魂	gy	鬼云	291928
魂	yg	云鬼	291928
蒙	cm	艹冡	290989
蒙	cu	艹豕	290989
洗	dx	氵先	290306
借	rx	亻昔	289749
伯	rb	亻白	289144
免	de	儿	289084
免	dm	{免下}	289084
菜	cc	艹采	288767
徐	xy	彳余	287405
型	tx	土刑	286621
娜	nn	女那	286464
暴	ou	日水	286045
亡	da	丶𠃊	286000
亡	dv	丶𠃊	286000
懂	xd	心董	281376
腿	ot	月退	280952
妙	nu	女少	280421
效	wj	攵交	279884
危	de		279881
套	di	大镸	278641
丁	aa	一亅	278627
趣	zq	走取	278572
妖	ny	女夭	278201
束	ad	一丶	277980
束	mk	木口	277980
迎	ze	辶卩	276814
舍	ru	人舌	276743
彩	pc	彡采	274800
委	hn	禾女	274305
狗	qj	犭句	273402
抗	fk	扌亢	272796
探	fm	扌木	272677
探	fu	扌{深右}	272677
尼	ub	尸匕	272244
控	fk	扌空	271743
惜	xx	心昔	271651
珠	wv	王朱	271642
抽	fy	扌由	270738
挺	ft	扌廷	269816
陪	ek	阝口	269126
陪	ep	阝咅	269126
硬	ug	石更	268057
避	zb	辶辟	268046
避	zx	辶辛	268046
勇	ly	力甬	266642
聊	em	耳卯	265573
奶	nn	女乃	265359
奔	dc	大廾	264800
奔	dh	大卉	264800
拳	ju	手	264501
拳	uf	手夫	264501
研	uk	石开	263794
配	yj	酉己	262063
介	ra	人丨	261749
介	rp	人{丿丨}	261749
尊	cq	寸酋	260962
尊	qc	酋寸	260962
冒	oo	曰目	258486
敬	wg	攵苟	255846
敬	wj	攵句	255846
丹	pd	丿丶	255714
舒	uy	舍予	255489
舒	yu	予舍	255489
蛋	ip	虫疋	255478
蛋	pi	疋虫	255478
哼	kh	口亨	255327
宋	bm	宀木	255294
箭	vq	𥫗前	254320
犯	qe	犭	254131
欣	jq	斤欠	253814
欣	qj	欠斤	253814
甲	aa	丨丨	253580
甲	oa	日丨	253580
菲	cf	艹非	252624
燕	cd	廿灬	251483
燕	ch	廿灬	251483
燕	db	灬匕	251483
燕	hb	灬匕	251483
曲	aa	丨丨	250151
曲	oa	日丨	250151
躲	ud	身朵	249450
玄	dy	丶幺	249249
玄	wy	亠幺	249249
幻	yg	幺𠃌	248831
茶	cm	艹木	248811
折	fj	扌斤	248570
伊	ry	亻尹	248425
傻	rw	亻夂	248211
姓	nu	女生	248203
源	dy	氵原	247962
洛	dg	氵各	247888
遍	zb	辶扁	247865
臣	aa	一丨	247343
臣	ka	匚丨	247343
漂	dp	氵票	245966
挑	fv	扌兆	245886
俊	rj	亻夋	244925
俊	rw	亻夂	244925
列	dd	歹刂	244324
森	ml	木林	243708
妻	na	女一	243636
妻	nq	女{妻上}	243636
拜	pa	丿丨	242993
拜	ua	丨	242993
拜	uf	{丰}	242993
移	hd	禾多	242884
腰	oy	月要	241952
巧	gk	工丂	241945
孤	zg	子瓜	241832
碰	ub	石並	240438
厚	iz	厂子	239064
累	st	糸田	238891
累	ts	田糸	238891
昨	ov	日乍	238837
幽	uy	山幺	238716
悲	fx	非心	238519
悲	xf	心非	238519
丈	ad	一丶	238063
牌	pb	片卑	237160
降	ef	阝㐄	236721
降	ej	阝夅	236721
偏	rb	亻扁	236193
省	ou	目少	235937
糊	mh	米胡	235912
汗	dg	氵干	235293
奈	du	大示	235258
操	fz	扌喿	235165
悄	xx	心肖	233784
尖	xd	小大	232729
圈	kj	囗卷	232242
油	dy	氵由	231197
撞	ft	扌童	230714
瞬	ou	目舜	230645
尤	ad	一丶	229183
尤	yd	尢丶	229183
徒	xz	彳走	228560
概	mj	木既	227790
增	tc	土曾	226112
祖	uq	示且	225814
困	km	囗木	225133
殿	ug	殳共	225035
迅	zu	辶十	225006
迅	zx	辶卂	225006
律	xy	彳聿	223633
番	pt	丿田	223306
番	tb	田釆	223306
番	tm	田米	223306
企	rv	人止	222834
限	eg	耳艮	222821
聚	ed	耳丶	222383
聚	ey	耳乑	222383
聚	qd	取丶	222383
聚	yq	乑取	222383
含	kj	口今	222331
含	rk	人口	222331
碎	uz	石卒	220325
躺	uu	身尚	220026
沈	dg	氵乚	218519
沈	dy	氵冘	218519
替	fo	夫日	218469
替	of	日夫	218469
孔	zg	子乚	218377
批	fb	扌比	218230
康	gl	广隶	217905
惑	xh	心或	217812
唯	kv	口隹	217658
率	du	丶十	217561
率	wu	亠十	217561
登	dd	癶豆	215944
互	aa	一一	215472
互	ea	二𠃍	215472
互	ev	二𠃍	215472
盯	od	目丁	215010
稍	hx	禾肖	214761
宣	bg	宀亘	214690
唱	ki	口昌	214664
剩	di	刂乘	214523
咬	kj	口交	214227
育	dy	丶月	214206
育	os	月厶	214206
育	wo	亠月	214206
晨	oi	日辰	213173
策	vc	𥫗朿	213136
疼	bd	疒冬	213129
漫	dm	氵曼	213126
材	mc	木才	212793
私	hs	禾厶	212479
吐	kt	口土	212473
艾	ci	艹乂	212019
艾	cw	艹乂	212019
谷	bk	八口	211522
谷	kr	口人	211522
庭	gt	广廷	211391
晃	og	日光	210916
吉	ku	口士	210857
吉	uk	士口	210857
吹	kq	口欠	209806
仔	rz	亻子	209161
仇	rj	亻九	208949
凝	dy	冫疑	208926
鼓	uv	士支	208688
